crime nox
0.035020001 0.411000013
0.07886 0.411000013
0.036150001 0.411000013
0.082649998 0.437000006
0.081990004 0.437000006
0.129319996 0.437000006
0.053720001 0.437000006
0.141029999 0.437000006
0.064659998 0.400000006
0.055610001 0.400000006
0.04417 0.400000006
0.03537 0.432999998
0.092660002 0.432999998
0.100000001 0.432999998
0.055149999 0.472000003
0.054790001 0.472000003
0.075029999 0.472000003
0.049320001 0.472000003
0.492980003 0.54400003
0.349400014 0.54400003
0.790409982 0.54400003
0.261689991 0.54400003
0.269380003 0.54400003
0.369199991 0.54400003
0.253560007 0.54400003
0.318269998 0.54400003
0.245220006 0.54400003
0.402020007 0.54400003
0.475470006 0.54400003
0.167600006 0.493000001
0.181590006 0.493000001
0.351139992 0.493000001
0.28391999 0.493000001
0.341089994 0.493000001
0.191860005 0.493000001
0.303469986 0.493000001
0.241029993 0.493000001
0.06617 0.460000008
0.06724 0.460000008
0.04544 0.460000008
0.05023 0.437900007
0.03466 0.437900007
0.050829999 0.514999986
0.037379999 0.514999986
0.039609999 0.514999986
0.03427 0.514999986
0.030409999 0.514999986
0.033059999 0.514999986
0.05497 0.514999986
0.06151 0.514999986
0.01301 0.442000002
0.024979999 0.518000007
0.02543 0.483999997
0.03049 0.483999997
0.031129999 0.442000002
0.061620001 0.442000002
0.0187 0.42899999
0.01501 0.435000002
0.02899 0.42899999
0.062109999 0.42899999
0.079499997 0.411000013
0.072439998 0.411000013
0.01709 0.409999996
0.04301 0.412999988
0.106590003 0.412999988
0.150859997 0.609000027
0.183369994 0.609000027
0.207460001 0.609000027
0.105740003 0.609000027
0.111319996 0.609000027
0.173309997 0.584999979
0.279570013 0.584999979
0.178990006 0.584999979
0.289600015 0.584999979
0.268379986 0.584999979
0.239120007 0.584999979
0.177829996 0.584999979
0.224380001 0.584999979
0.062629998 0.573000014
0.04527 0.573000014
0.060759999 0.573000014
0.109590001 0.573000014
0.04741 0.573000014
